median,lci,uci,efficiency,failure_to_report,state,estimated_loss,per_capita_median,per_capita_lci,per_capita_uci
22.96872708675437,4.680039616835484,47.699875106268244,0.0,0.5,Nebraska,15549.901045,2.0333265570914754,0.4143045805372265,4.222672961247981
27.56247250410479,5.616047540202067,57.23985012752184,0.0,0.6,Nebraska,18659.881254,2.4399918685097304,0.4971654966446264,5.067207553497573
32.15621792145657,6.552055463568627,66.7798251487764,0.0,0.7,Nebraska,21769.861463,2.846657179928106,0.5800264127520242,5.911742145747249
36.74996333880699,7.488063386936075,76.31980017003004,0.0,0.8,Nebraska,24879.841672000002,3.2533224913463608,0.6628873288595005,6.756276737996845
41.343708756158776,8.424071310302658,85.85977519128369,0.0,0.9,Nebraska,27989.821881,3.6599878027647366,0.7457482449669004,7.600811330246441
21.78813451481028,4.439485580594533,45.24810152645978,0.1,0.5,Nebraska,14750.6361315,1.928813572084867,0.39300932510331354,4.005627571097706
26.145761417772064,5.327382696712721,54.297721831751204,0.1,0.6,Nebraska,17700.7633578,2.3145762865018162,0.47161119012391267,4.8067530853172
30.503388320733393,6.215279812830932,63.347342137044414,0.1,0.7,Nebraska,20650.890584099998,2.700339000918725,0.5502130551445138,5.6078785995368525
34.86101522369563,7.103176928950007,72.39696244233582,0.1,0.8,Nebraska,23601.0178104,3.0861017153357144,0.6288149201651914,6.409004113756345
39.218642126658324,7.991074045068195,81.44658274762814,0.1,0.9,Nebraska,26551.1450367,3.471864429752744,0.7074167851857904,7.210129627975919
20.607541942865282,4.198931544352672,42.79632794665133,0.2,0.5,Nebraska,13951.371218,1.8243005870781777,0.37171406966931997,3.788582180947433
24.72905033143843,5.038717853223398,51.355593535981455,0.2,0.6,Nebraska,16741.6454616,2.1891607044938213,0.4460568836032009,4.546298617136907
28.850558720011122,5.878504162093214,59.91485912531152,0.2,0.7,Nebraska,19531.919705199998,2.5540208219094245,0.5203996975370013,5.304015053326376
32.972067108584724,6.7182904709639395,68.47412471464163,0.2,0.8,Nebraska,22322.193948800003,2.9188809393251085,0.5947425114708822,6.061731489515848
37.09357549715833,7.558076779835529,77.0333903039726,0.2,0.9,Nebraska,25112.4681924,3.2837410567407925,0.6690853254048397,6.819447925705397
19.426949370920738,3.9583775081108348,40.34455436684202,0.30000000000000004,0.5,Nebraska,13152.106304500001,1.7197876020715288,0.3504188142353285,3.571536790797083
