median,lci,uci,insurance_loss,state,scenario,per_capita_median,per_capita_lci,per_capita_uci
34.23690569910434,7.0677317543570615,69.98664676849137,23567.430027000002,Alaska,Efficiency_based_Exemption,8.014525443391193,1.6544870167352885,16.38319088042994
228.19241193624748,47.07523825702893,466.09662762358334,156910.94145,Arizona,Efficiency_based_Exemption,5.44449375846086,1.1231786311109127,11.12070361325261
123.44863603548038,25.341065797238915,253.87923379166955,84361.323164,Arkansas,Efficiency_based_Exemption,7.068300625968926,1.4509538297844229,14.536367551395331
2185.1063238101997,444.3169946419443,4544.181613404522,1475253.9441799999,California,Efficiency_based_Exemption,9.121166006584305,1.854687354805268,18.96852084875069
204.8765616565297,41.74030508208621,425.3062628784223,138672.77354,Colorado,Efficiency_based_Exemption,5.712594971435015,1.1638493685667997,11.858859788521148
169.03251794897915,34.122713921038354,355.49474118425223,113106.870204,Connecticut,Efficiency_based_Exemption,7.7813765477131955,1.5708319858882989,16.365125926370425
75.35306831664354,15.050389472615183,161.0200847354888,49760.3053464,District of Columbia,Efficiency_based_Exemption,16.660243648152388,3.327577246883973,35.600857455022336
72.34146320001605,14.496776348511174,153.69571802022756,47963.35877960001,Hawaii,Efficiency_based_Exemption,9.05494806240356,1.8145549053259937,19.238023154702717
37.34692946401947,7.6749180070565455,76.76177625606068,25560.3053439,Idaho,Efficiency_based_Exemption,3.455939434898986,0.7102070285525528,7.103235887485502
439.7151532425032,89.47608091222202,914.0825572938902,297162.34096,Illinois,Efficiency_based_Exemption,5.773432684378195,1.174815391735645,12.001847272227307
135.48710376373674,27.57786197461278,281.60763451235346,91599.49110690001,Indiana,Efficiency_based_Exemption,3.382901028306418,0.6885760713808988,7.031302093755113
86.31189231557892,17.3952815634814,181.79878263048911,57631.043257,Iowa,Efficiency_based_Exemption,4.662516928031785,0.9396827317962996,9.820661774058115
184.21022647192058,37.27118509493607,385.92282652411774,123603.053445,Kentucky,Efficiency_based_Exemption,6.964322661354926,1.409088756599426,14.590346788948482
212.80925398574345,43.523673594746704,439.63815343541347,144746.564872,Louisiana,Efficiency_based_Exemption,7.938006749789503,1.6234783417542533,16.398960872580748
51.57326160402704,10.481788690386852,107.56994439146864,34808.1424947,Maine,Efficiency_based_Exemption,6.352772137292584,1.2911422134309736,13.250419389548066
188.42629430101715,38.1435787356651,394.51867650710545,126513.99488800002,Maryland,Efficiency_based_Exemption,5.096577667480936,1.0317122260624008,10.67098986130937
230.42042170218338,45.95558415950809,492.28416889014113,151844.783739,Massachusetts,Efficiency_based_Exemption,5.317403491513365,1.0605153044123132,11.360423434414654
353.5033823882077,71.31274051801938,743.327011244024,236306.870228,Michigan,Efficiency_based_Exemption,5.931655485021148,1.1966013043152999,12.472751218453613
133.2226130323852,26.802395966727047,281.2447655541179,88755.7251865,Minnesota,Efficiency_based_Exemption,3.941034355622363,0.7928771318438864,8.319873467113986
122.1867141524117,25.088479429648125,251.0955052545495,83521.6285042,Missouri,Efficiency_based_Exemption,3.3863127935341746,0.6953083193395584,6.958922888963094
45.50138590094889,9.307387073221697,94.16141006583933,30962.3409646,Montana,Efficiency_based_Exemption,7.1412890746536455,1.4607630142136963,14.778315773083678
27.377803945273172,5.578420023097693,56.856343146090126,18534.8600543,Nebraska,Efficiency_based_Exemption,2.4236439236056055,0.4938344879423697,5.033257264165919
93.5354443236497,19.347374226701756,190.64371142110733,64544.529266,Nevada,Efficiency_based_Exemption,4.963812451465009,1.026741656963223,10.117230269106928
25.493891481141873,5.150919485300062,53.59995049252545,17079.3893163,New Hampshire,Efficiency_based_Exemption,3.007671120257323,0.6076856407021081,6.323515704255694
262.14833346100204,53.41856960297301,544.0135959454848,177477.86262,New Jersey,Efficiency_based_Exemption,4.694856677866812,0.9566817568951648,9.742827009636311
116.95378504818382,24.07773093175911,239.92365734418672,80230.0254476,New Mexico,Efficiency_based_Exemption,9.681342828264164,1.993135729476591,19.860692652256503
1390.8268938712463,280.55344738474525,2924.791680743294,929642.748264,New York,Efficiency_based_Exemption,11.483044465938013,2.3163254360319163,24.14787424055229
282.4883986052864,58.371420008207686,575.5341705186686,194635.62338,North Carolina,Efficiency_based_Exemption,4.5255390278017265,0.9351256216523682,9.22020997455216
10.590879739855609,2.144840676303545,22.168907117479392,7115.01272292,North Dakota,Efficiency_based_Exemption,2.33812147667652,0.473510999321675,4.894173016691455
313.9896427704116,63.64314534860014,656.1647752629052,211155.21625499998,Ohio,Efficiency_based_Exemption,4.540820409169496,0.9203873438397917,9.489250591206721
124.30003175168986,26.007303155102274,249.30065516733242,87009.16030330001,Oklahoma,Efficiency_based_Exemption,5.40438582222893,1.130759972182659,10.839232357962757
