median,lci,uci,efficiency,failure_to_report,insurance_loss
14845.287259136094,3039.248242205728,30591.41404572988,0.04,0.89,10108777.0105604
15012.088239575853,3073.3970988596852,30935.137799052805,0.04,0.9,10222358.774724001
8311.601233245397,1701.6187694522496,17127.565824145997,0.05,0.5,5659716.918975
8477.833257910272,1735.6511448413396,17470.11714062897,0.05,0.51,5772911.257354501
8644.065282575262,1769.683520230322,17812.66845711195,0.05,0.52,5886105.595734
8810.297307240195,1803.715895619296,18155.219773594927,0.05,0.53,5999299.934113501
8976.529331905069,1837.7482710083862,18497.771090077673,0.05,0.54,6112494.272493001
9142.76135657006,1871.7806463975955,18840.32240656054,0.05,0.55,6225688.610872501
9308.993381234934,1905.8130217864616,19182.873723043514,0.05,0.56,6338882.949252001
9475.225405899808,1939.8453971756683,19525.425039526493,0.05,0.5700000000000001,6452077.287631501
9641.45743056474,1973.8777725645314,19867.976356009473,0.05,0.58,6565271.626011
9807.689455229556,2007.9101479537408,20210.52767249222,0.05,0.59,6678465.9643904995
9973.921479894547,2041.9425233427146,20553.078988975194,0.05,0.6,6791660.30277
10140.153504559421,2075.9748987317,20895.63030545806,0.05,0.61,6904854.6411495
10306.385529224237,2110.00727412079,21238.181621941036,0.05,0.62,7018048.979529
10472.617553889286,2144.03964950977,21580.732938423786,0.05,0.63,7131243.3179085
10638.849578554102,2178.07202489886,21923.28425490676,0.05,0.64,7244437.656288001
10805.08160321915,2212.1044002880694,22265.835571389965,0.05,0.65,7357631.9946675
10971.313627883967,2246.1367756769323,22608.38688787272,0.05,0.66,7470826.333047001
11137.54565254884,2280.1691510660285,22950.93820435569,0.05,0.67,7584020.671426501
11303.777677213831,2314.201526454892,23293.489520838553,0.05,0.6799999999999999,7697215.009806
11470.009701878647,2348.233901844098,23636.040837321536,0.05,0.69,7810409.3481855
11636.241726543696,2382.2662772331882,23978.592153804282,0.05,0.7,7923603.686565
11802.473751208512,2416.2986526221707,24321.14347028726,0.05,0.71,8036798.0249445
11968.705775873386,2450.331028011261,24663.694786770237,0.05,0.72,8149992.3633240005
