median,lci,uci,efficiency,failure_to_report,state,estimated_loss,per_capita_median,per_capita_lci,per_capita_uci
250.51955745372288,50.83599016186591,522.8160442393911,0.0,0.5,Washington,168716.42635,5.345337505233913,1.0846878686432309,11.155329500081391
300.62346894447,61.00318819423765,627.379253087267,0.0,0.6,Washington,202459.71162,6.4144050062807505,1.3016254423718463,13.386395400097621
350.72738043521167,71.1703862266094,731.9424619351466,0.0,0.7,Washington,236202.99688999998,7.483472507327471,1.5185630161004617,15.617461300113929
400.83129192595516,81.33758425898114,836.5056707830263,0.0,0.8,Washington,269946.28216,8.55254000837423,1.7355005898290772,17.84852720013024
450.93520341670046,91.50478229135643,941.0688796309023,0.0,0.9,Washington,303689.56743,9.621607509421029,1.9524381635577686,20.07959310014647
237.56180854959166,48.20657470821616,495.7741673769179,0.1,0.5,Washington,159989.82188499998,5.068857928530801,1.0285840131834352,10.578336789116713
285.07417025951145,57.84788964986065,594.9290008523002,0.1,0.6,Washington,191987.78626199998,6.082629514236992,1.234300815820149,12.694004146940028
332.5865319694294,67.48920459150531,694.0838343276858,0.1,0.7,Washington,223985.75063899998,7.096401099943145,1.4400176184568665,14.809671504763415
380.0988936793474,77.13051953314644,793.238667803068,0.1,0.8,Washington,255983.71501599997,8.110172685649298,1.6457344210935088,16.925338862586727
427.61125538926717,86.77183447479102,892.3935012784536,0.1,0.9,Washington,287981.67939299997,9.123944271355489,1.8514512237302245,19.041006220410114
224.60405964546226,45.57715925456623,468.7322905144449,0.2,0.5,Washington,151263.21742,4.792378351827728,0.9724801577236356,10.001344078152039
269.5248715745547,54.692591105476644,562.4787486173368,0.2,0.6,Washington,181515.860904,5.750854022193273,1.1669761892683024,12.001612893782509
314.44568350364716,63.80802295639415,656.225206720225,0.2,0.7,Washington,211768.504388,6.7093296925588195,1.3614722208131202,14.0018817094129
359.3664954327378,72.92345480730465,749.9716648231098,0.2,0.8,Washington,242021.147872,7.667805362924326,1.555968252357789,16.00215052504322
404.28730736183206,82.03888665821506,843.7181229260017,0.2,0.9,Washington,272273.791356,8.62628103328991,1.7504642839024556,18.002419340673686
211.64631074133104,42.94774380091649,441.6904136519719,0.30000000000000004,0.5,Washington,142536.612955,4.515898775124616,0.9163763022638401,9.424351367187363
253.9755728895998,51.537292561099825,530.0284963823698,0.30000000000000004,0.6,Washington,171043.935546,5.419078530149593,1.0996515627166088,11.309221640624912
296.3048350378649,60.12684132128298,618.3665791127606,0.30000000000000004,0.7,Washington,199551.25813699997,6.3222582851744935,1.2829268231693738,13.194091914062309
338.63409718613184,68.71639008146622,706.7046618431586,0.30000000000000004,0.8,Washington,228058.580728,7.225438040199432,1.4662020836221406,15.07896218749986
380.96335933439696,77.30593884164601,795.0427445735495,0.30000000000000004,0.9,Washington,256565.90331899998,8.128617795224333,1.6494773440748338,16.963832460937258
198.68856183720163,40.31832834726666,414.64853678950254,0.4,0.5,Washington,133810.00848999998,4.239419198421543,0.8602724468040426,8.847358656222767
238.42627420464305,48.381994016719275,497.5782441473994,0.4,0.6,Washington,160572.01018799996,5.087303038105874,1.032326936164836,10.616830387467243
278.16398657208265,56.445659686175446,580.5079515052963,0.4,0.7,Washington,187334.01188599996,5.9351868777901675,1.204381425525705,12.38630211871172
317.90169893952225,64.50932535562798,663.4376588632005,0.4,0.8,Washington,214096.01358399997,6.783070717474461,1.3764359148864966,14.15577384995635
357.63941130696367,72.5729910250806,746.367366221101,0.4,0.9,Washington,240858.01528199998,7.630954557158792,1.5484904042472898,15.925245581200905
185.73081293307405,37.68891289361673,387.6066599270294,0.5,0.5,Washington,125083.404025,3.962939621718508,0.8041685913442431,8.27036594525809
222.8769755196863,45.226695472338726,465.12799191243244,0.5,0.6,Washington,150100.08482999998,4.755527546062155,0.965002309613063,9.924439134309647
260.0231381063022,52.76447805106418,542.649323897839,0.5,0.7,Washington,175116.765635,5.548115470405881,1.1258360278819566,11.57851232336128
297.1693006929145,60.30226062978609,620.1706558832456,0.5,0.8,Washington,200133.44644,6.340703394749528,1.2866697461507746,13.232585512412912
334.31546327952856,67.84004320850809,697.6919878686487,0.5,0.9,Washington,225150.127245,7.133291319093214,1.4475034644195945,14.886658701464471
