median,lci,uci,efficiency,failure_to_report,state,estimated_loss,per_capita_median,per_capita_lci,per_capita_uci
172.87620052028615,35.22074605706107,358.8762432823614,0.0,0.5,Colorado,117013.00535,4.820325496425583,0.9820638104668432,10.006584482705598
207.45144062434065,42.264895268471044,430.65149193883326,0.0,0.6,Colorado,140415.60642,5.784390595710623,1.1784765725601494,12.007901379246706
242.0266807284006,49.309044479882964,502.42674059530873,0.0,0.7,Colorado,163818.20749,6.748455694995815,1.3748893346535098,14.009218275787914
276.6019208324569,56.3531936912948,574.2019892517807,0.0,0.8,Colorado,187220.80856000003,7.712520794280906,1.5713020967468678,16.010535172329025
311.17716093651234,63.397342902706626,645.9772379082526,0.0,0.9,Colorado,210623.40963,8.676585893565973,1.7677148588402258,18.011852068870134
163.44554533388236,33.29940170501923,339.29900769526995,0.1,0.5,Colorado,110629.770975,4.557369534261861,0.9284907614312486,9.460710339440206
196.1346544006601,39.959282046022786,407.1588092343254,0.1,0.6,Colorado,132755.72517,5.468843441114268,1.1141889137174903,11.352852407328289
228.82376346743604,46.61916238702802,475.018610773379,0.1,0.7,Colorado,154881.679365,6.380317347966626,1.2998870660037787,13.24499447521632
261.51287253421106,53.279042728029665,542.8784123124309,0.1,0.8,Colorado,177007.63356000002,7.291791254818957,1.4855852182899671,15.137136543104303
294.2019816009897,59.93892306903322,610.7382138514828,0.1,0.9,Colorado,199133.58775500002,8.203265161671391,1.6712833705762087,17.029278610992286
154.0148901474813,31.378057352981024,319.7217721081768,0.2,0.5,Colorado,104246.53660000002,4.2944135720982155,0.8749177123957554,8.914836196174768
184.81786817697775,37.65366882357435,383.66612652981036,0.2,0.6,Colorado,125095.84392000001,5.153296286517864,1.049901254874826,10.697803435409671
215.62084620647238,43.92928029416949,447.61048095144747,0.2,0.7,Colorado,145945.15124,6.012179000937461,1.2248847973539476,12.480770674644674
246.42382423596973,50.20489176476636,511.55483537308106,0.2,0.8,Colorado,166794.45856000006,6.8710617153571345,1.399868339833117,14.263737913879579
277.2268022654662,56.48050323535799,575.4991897947165,0.2,0.9,Colorado,187643.76588000005,7.729944429776783,1.574851882312141,16.046705153114534
144.58423496107935,29.456713000935682,300.14453652108006,0.30000000000000004,0.5,Colorado,97863.302225,4.031457609934544,0.8213446633600632,8.36896205290923
173.5010819532945,35.34805560112427,360.1734438252971,0.30000000000000004,0.6,Colorado,117435.96267000001,4.837749131921433,0.9856135960321163,10.042754463491105
202.41792894551054,41.239398201311,420.2023511295142,0.30000000000000004,0.7,Colorado,137008.623115,5.644040653908347,1.1498825287041174,11.716546874072982
231.3347759377275,47.13074080149777,480.2312584337312,0.30000000000000004,0.8,Colorado,156581.28356,6.450332175895286,1.31415146137612,13.390339284654855
260.251622929939,53.022083401686366,540.2601657379465,0.30000000000000004,0.9,Colorado,176153.94400500003,7.256623697882073,1.4784203940481733,15.06413169523668
135.15357977467647,27.535368648897386,280.5673009339868,0.4,0.5,Colorado,91480.06784999999,3.768501647770848,0.7677716143245674,7.823087909643789
162.1842957296103,33.04244237867584,336.68076112078387,0.4,0.6,Colorado,109776.08141999999,4.522201977324977,0.9213259371894522,9.387705491572538
189.21501168454688,38.5495161084561,392.79422130758263,0.4,0.7,Colorado,128072.09498999998,5.275902306879183,1.0748802600543876,10.952323073501335
216.24572763948254,44.05658983823269,448.90768149437963,0.4,0.8,Colorado,146368.10856,6.029602636433363,1.2284345829192207,12.516940655430082
243.2764435944173,49.56366356801291,505.0211416811767,0.4,0.9,Colorado,164664.12213,6.783302965987517,1.381988905784155,14.08155823735883
125.7229245882736,25.614024296857497,260.9900653468937,0.5,0.5,Colorado,85096.833475,3.505545685607152,0.7141985652890273,7.277213766378351
150.86750950592977,30.73682915622758,313.1880784162723,0.5,0.6,Colorado,102116.20017000001,4.206654822728623,0.8570382783467931,8.732656519654016
176.01209442358322,35.85963401559752,365.38609148565115,0.5,0.7,Colorado,119135.566865,4.907763959850018,0.9998779914045551,10.18809927292969
201.1566793412394,40.9824388749712,417.58410455502985,0.5,0.8,Colorado,136154.93356,5.608873096971489,1.1427177044624215,11.64354202620536
226.30126425889284,46.10524373433773,469.7821176244068,0.5,0.9,Colorado,153174.300255,6.309982234092884,1.2855574175200883,13.098984779480979
116.29226940187255,23.692679944815655,241.4128297598004,0.6000000000000001,0.5,Colorado,78713.59909999999,3.2425897234435066,0.6606255162534326,6.731339623112908
139.5507232822465,28.43121593377564,289.69539571175903,0.6000000000000001,0.6,Colorado,94456.31891999999,3.8911076681321926,0.7927506195040314,8.07760754773545
162.80917716262138,33.16975192273908,337.97796166371774,0.6000000000000001,0.7,Colorado,110199.03873999999,4.539625612820904,0.9248757227547265,9.423875472357993
186.06763104299625,37.908287911702566,386.26052761567644,0.6000000000000001,0.8,Colorado,125941.75855999999,5.1881435575096155,1.0570008260054229,10.770143396980536
209.3260849233693,42.64682390066428,434.5430935676386,0.6000000000000001,0.9,Colorado,141684.47838,5.836661502198276,1.1891259292560699,12.116411321603175
106.86161421547058,21.77133559277395,221.83559417270362,0.7000000000000001,0.5,Colorado,72330.36472499999,2.979633761279836,0.6070524672178418,6.185465479847369
128.23393705856506,26.125602711327293,266.2027130072458,0.7000000000000001,0.6,Colorado,86796.43766999998,3.575560513535813,0.7284629606613697,7.422558575816883
149.60625990165772,30.47986982988423,310.569831841788,0.7000000000000001,0.7,Colorado,101262.51061499998,4.17148726579174,0.8498734541049979,8.659651671786397
170.9785827447522,34.83413694843571,354.9369506763266,0.7000000000000001,0.8,Colorado,115728.58356,4.767414018047717,0.9712839475484741,9.896744767755813
